PartNumber: 798   x_left_coord: 9, x_right_coord: 12, y_coord: 0
PartNumber: 163   x_left_coord: 22, x_right_coord: 25, y_coord: 46
PartNumber: 962   x_left_coord: 36, x_right_coord: 39, y_coord: 46
PartNumber: 876   x_left_coord: 75, x_right_coord: 78, y_coord: 46
PartNumber: 230   x_left_coord: 103, x_right_coord: 106, y_coord: 46
PartNumber: 125   x_left_coord: 108, x_right_coord: 111, y_coord: 46
PartNumber: 24   x_left_coord: 122, x_right_coord: 124, y_coord: 46
PartNumber: 972   x_left_coord: 126, x_right_coord: 129, y_coord: 46
PartNumber: 641   x_left_coord: 134, x_right_coord: 137, y_coord: 46
PartNumber: 312   x_left_coord: 10, x_right_coord: 13, y_coord: 47
PartNumber: 914   x_left_coord: 49, x_right_coord: 52, y_coord: 47
PartNumber: 740   x_left_coord: 56, x_right_coord: 59, y_coord: 47
PartNumber: 466   x_left_coord: 63, x_right_coord: 66, y_coord: 47
PartNumber: 374   x_left_coord: 79, x_right_coord: 82, y_coord: 47
PartNumber: 46   x_left_coord: 119, x_right_coord: 121, y_coord: 47
PartNumber: 60   x_left_coord: 131, x_right_coord: 133, y_coord: 47
PartNumber: 422   x_left_coord: 3, x_right_coord: 6, y_coord: 48
PartNumber: 804   x_left_coord: 18, x_right_coord: 21, y_coord: 48
PartNumber: 589   x_left_coord: 45, x_right_coord: 48, y_coord: 48
PartNumber: 500   x_left_coord: 67, x_right_coord: 70, y_coord: 48
PartNumber: 958   x_left_coord: 72, x_right_coord: 75, y_coord: 48
PartNumber: 21   x_left_coord: 88, x_right_coord: 90, y_coord: 48
PartNumber: 301   x_left_coord: 92, x_right_coord: 95, y_coord: 48
PartNumber: 889   x_left_coord: 106, x_right_coord: 109, y_coord: 48
PartNumber: 717   x_left_coord: 124, x_right_coord: 127, y_coord: 48
PartNumber: 474   x_left_coord: 10, x_right_coord: 13, y_coord: 49
PartNumber: 302   x_left_coord: 25, x_right_coord: 28, y_coord: 49
PartNumber: 475   x_left_coord: 29, x_right_coord: 32, y_coord: 49
PartNumber: 155   x_left_coord: 33, x_right_coord: 36, y_coord: 49
PartNumber: 665   x_left_coord: 49, x_right_coord: 52, y_coord: 49
PartNumber: 800   x_left_coord: 54, x_right_coord: 57, y_coord: 49
PartNumber: 46   x_left_coord: 59, x_right_coord: 61, y_coord: 49
PartNumber: 19   x_left_coord: 111, x_right_coord: 113, y_coord: 49
PartNumber: 902   x_left_coord: 119, x_right_coord: 122, y_coord: 49
PartNumber: 936   x_left_coord: 130, x_right_coord: 133, y_coord: 49
PartNumber: 887   x_left_coord: 136, x_right_coord: 139, y_coord: 49
PartNumber: 754   x_left_coord: 14, x_right_coord: 17, y_coord: 50
PartNumber: 831   x_left_coord: 20, x_right_coord: 23, y_coord: 50
PartNumber: 8   x_left_coord: 38, x_right_coord: 39, y_coord: 50
PartNumber: 110   x_left_coord: 70, x_right_coord: 73, y_coord: 50
PartNumber: 554   x_left_coord: 78, x_right_coord: 81, y_coord: 50
PartNumber: 732   x_left_coord: 91, x_right_coord: 94, y_coord: 50
PartNumber: 913   x_left_coord: 98, x_right_coord: 101, y_coord: 50
PartNumber: 456   x_left_coord: 0, x_right_coord: 3, y_coord: 51
PartNumber: 211   x_left_coord: 9, x_right_coord: 12, y_coord: 51
PartNumber: 562   x_left_coord: 29, x_right_coord: 32, y_coord: 51
PartNumber: 183   x_left_coord: 41, x_right_coord: 44, y_coord: 51
PartNumber: 839   x_left_coord: 84, x_right_coord: 87, y_coord: 51
PartNumber: 500   x_left_coord: 106, x_right_coord: 109, y_coord: 51
PartNumber: 739   x_left_coord: 110, x_right_coord: 113, y_coord: 51
PartNumber: 962   x_left_coord: 115, x_right_coord: 118, y_coord: 51
PartNumber: 105   x_left_coord: 123, x_right_coord: 126, y_coord: 51
PartNumber: 528   x_left_coord: 129, x_right_coord: 132, y_coord: 51
PartNumber: 794   x_left_coord: 15, x_right_coord: 18, y_coord: 52
PartNumber: 882   x_left_coord: 19, x_right_coord: 22, y_coord: 52
PartNumber: 833   x_left_coord: 46, x_right_coord: 49, y_coord: 52
PartNumber: 595   x_left_coord: 61, x_right_coord: 64, y_coord: 52
PartNumber: 704   x_left_coord: 68, x_right_coord: 71, y_coord: 52
PartNumber: 693   x_left_coord: 72, x_right_coord: 75, y_coord: 52
PartNumber: 81   x_left_coord: 100, x_right_coord: 102, y_coord: 52
PartNumber: 571   x_left_coord: 119, x_right_coord: 122, y_coord: 52
PartNumber: 727   x_left_coord: 135, x_right_coord: 138, y_coord: 52
PartNumber: 590   x_left_coord: 6, x_right_coord: 9, y_coord: 53
PartNumber: 30   x_left_coord: 10, x_right_coord: 12, y_coord: 53
PartNumber: 872   x_left_coord: 36, x_right_coord: 39, y_coord: 53
PartNumber: 773   x_left_coord: 78, x_right_coord: 81, y_coord: 53
PartNumber: 156   x_left_coord: 86, x_right_coord: 89, y_coord: 53
PartNumber: 346   x_left_coord: 96, x_right_coord: 99, y_coord: 53
PartNumber: 807   x_left_coord: 105, x_right_coord: 108, y_coord: 53
PartNumber: 813   x_left_coord: 109, x_right_coord: 112, y_coord: 53
PartNumber: 285   x_left_coord: 113, x_right_coord: 116, y_coord: 53
PartNumber: 380   x_left_coord: 126, x_right_coord: 129, y_coord: 53
PartNumber: 621   x_left_coord: 24, x_right_coord: 27, y_coord: 54
PartNumber: 528   x_left_coord: 32, x_right_coord: 35, y_coord: 54
PartNumber: 835   x_left_coord: 40, x_right_coord: 43, y_coord: 54
PartNumber: 556   x_left_coord: 48, x_right_coord: 51, y_coord: 54
PartNumber: 85   x_left_coord: 59, x_right_coord: 61, y_coord: 54
PartNumber: 516   x_left_coord: 64, x_right_coord: 67, y_coord: 54
PartNumber: 28   x_left_coord: 91, x_right_coord: 93, y_coord: 54
PartNumber: 791   x_left_coord: 120, x_right_coord: 123, y_coord: 54
PartNumber: 965   x_left_coord: 20, x_right_coord: 23, y_coord: 55
PartNumber: 507   x_left_coord: 28, x_right_coord: 31, y_coord: 55
PartNumber: 377   x_left_coord: 55, x_right_coord: 58, y_coord: 55
PartNumber: 957   x_left_coord: 71, x_right_coord: 74, y_coord: 55
PartNumber: 835   x_left_coord: 95, x_right_coord: 98, y_coord: 55
PartNumber: 707   x_left_coord: 99, x_right_coord: 102, y_coord: 55
PartNumber: 409   x_left_coord: 103, x_right_coord: 106, y_coord: 55
PartNumber: 987   x_left_coord: 111, x_right_coord: 114, y_coord: 55
PartNumber: 729   x_left_coord: 134, x_right_coord: 137, y_coord: 55
PartNumber: 503   x_left_coord: 5, x_right_coord: 8, y_coord: 56
PartNumber: 471   x_left_coord: 14, x_right_coord: 17, y_coord: 56
PartNumber: 267   x_left_coord: 32, x_right_coord: 35, y_coord: 56
PartNumber: 169   x_left_coord: 37, x_right_coord: 40, y_coord: 56
PartNumber: 200   x_left_coord: 44, x_right_coord: 47, y_coord: 56
PartNumber: 369   x_left_coord: 48, x_right_coord: 51, y_coord: 56
PartNumber: 499   x_left_coord: 61, x_right_coord: 64, y_coord: 56
PartNumber: 161   x_left_coord: 107, x_right_coord: 110, y_coord: 56
PartNumber: 464   x_left_coord: 115, x_right_coord: 118, y_coord: 56
PartNumber: 794   x_left_coord: 123, x_right_coord: 126, y_coord: 56
PartNumber: 808   x_left_coord: 27, x_right_coord: 30, y_coord: 57
PartNumber: 643   x_left_coord: 52, x_right_coord: 55, y_coord: 57
PartNumber: 39   x_left_coord: 65, x_right_coord: 67, y_coord: 57
PartNumber: 354   x_left_coord: 71, x_right_coord: 74, y_coord: 57
PartNumber: 159   x_left_coord: 80, x_right_coord: 83, y_coord: 57
PartNumber: 117   x_left_coord: 91, x_right_coord: 94, y_coord: 57
PartNumber: 308   x_left_coord: 98, x_right_coord: 101, y_coord: 57
PartNumber: 144   x_left_coord: 119, x_right_coord: 122, y_coord: 57
PartNumber: 452   x_left_coord: 131, x_right_coord: 134, y_coord: 57
PartNumber: 910   x_left_coord: 17, x_right_coord: 20, y_coord: 58
PartNumber: 195   x_left_coord: 31, x_right_coord: 34, y_coord: 58
PartNumber: 952   x_left_coord: 36, x_right_coord: 39, y_coord: 58
PartNumber: 320   x_left_coord: 41, x_right_coord: 44, y_coord: 58
PartNumber: 832   x_left_coord: 60, x_right_coord: 63, y_coord: 58
PartNumber: 296   x_left_coord: 84, x_right_coord: 87, y_coord: 58
PartNumber: 860   x_left_coord: 103, x_right_coord: 106, y_coord: 58
PartNumber: 401   x_left_coord: 108, x_right_coord: 111, y_coord: 58
PartNumber: 157   x_left_coord: 125, x_right_coord: 128, y_coord: 58
PartNumber: 438   x_left_coord: 7, x_right_coord: 10, y_coord: 59
PartNumber: 721   x_left_coord: 12, x_right_coord: 15, y_coord: 59
PartNumber: 89   x_left_coord: 46, x_right_coord: 48, y_coord: 59
PartNumber: 144   x_left_coord: 50, x_right_coord: 53, y_coord: 59
PartNumber: 332   x_left_coord: 55, x_right_coord: 58, y_coord: 59
PartNumber: 987   x_left_coord: 66, x_right_coord: 69, y_coord: 59
PartNumber: 979   x_left_coord: 78, x_right_coord: 81, y_coord: 59
PartNumber: 824   x_left_coord: 99, x_right_coord: 102, y_coord: 59
PartNumber: 709   x_left_coord: 114, x_right_coord: 117, y_coord: 59
PartNumber: 710   x_left_coord: 133, x_right_coord: 136, y_coord: 59
PartNumber: 209   x_left_coord: 3, x_right_coord: 6, y_coord: 60
PartNumber: 952   x_left_coord: 38, x_right_coord: 41, y_coord: 60
PartNumber: 292   x_left_coord: 70, x_right_coord: 73, y_coord: 60
PartNumber: 582   x_left_coord: 82, x_right_coord: 85, y_coord: 60
PartNumber: 661   x_left_coord: 86, x_right_coord: 89, y_coord: 60
PartNumber: 815   x_left_coord: 103, x_right_coord: 106, y_coord: 60
PartNumber: 857   x_left_coord: 119, x_right_coord: 122, y_coord: 60
PartNumber: 254   x_left_coord: 126, x_right_coord: 129, y_coord: 60
PartNumber: 218   x_left_coord: 7, x_right_coord: 10, y_coord: 61
PartNumber: 100   x_left_coord: 21, x_right_coord: 24, y_coord: 61
PartNumber: 74   x_left_coord: 56, x_right_coord: 58, y_coord: 61
PartNumber: 692   x_left_coord: 95, x_right_coord: 98, y_coord: 61
PartNumber: 545   x_left_coord: 107, x_right_coord: 110, y_coord: 61
PartNumber: 297   x_left_coord: 13, x_right_coord: 16, y_coord: 62
PartNumber: 101   x_left_coord: 26, x_right_coord: 29, y_coord: 62
PartNumber: 276   x_left_coord: 33, x_right_coord: 36, y_coord: 62
PartNumber: 756   x_left_coord: 37, x_right_coord: 40, y_coord: 62
PartNumber: 462   x_left_coord: 59, x_right_coord: 62, y_coord: 62
PartNumber: 492   x_left_coord: 68, x_right_coord: 71, y_coord: 62
PartNumber: 578   x_left_coord: 72, x_right_coord: 75, y_coord: 62
PartNumber: 636   x_left_coord: 77, x_right_coord: 80, y_coord: 62
PartNumber: 860   x_left_coord: 99, x_right_coord: 102, y_coord: 62
PartNumber: 399   x_left_coord: 128, x_right_coord: 131, y_coord: 62
PartNumber: 171   x_left_coord: 8, x_right_coord: 11, y_coord: 63
PartNumber: 407   x_left_coord: 53, x_right_coord: 56, y_coord: 63
PartNumber: 331   x_left_coord: 83, x_right_coord: 86, y_coord: 63
PartNumber: 915   x_left_coord: 88, x_right_coord: 91, y_coord: 63
PartNumber: 919   x_left_coord: 121, x_right_coord: 124, y_coord: 63
PartNumber: 454   x_left_coord: 4, x_right_coord: 7, y_coord: 64
PartNumber: 83   x_left_coord: 28, x_right_coord: 30, y_coord: 64
PartNumber: 100   x_left_coord: 36, x_right_coord: 39, y_coord: 64
PartNumber: 702   x_left_coord: 41, x_right_coord: 44, y_coord: 64
PartNumber: 271   x_left_coord: 74, x_right_coord: 77, y_coord: 64
PartNumber: 59   x_left_coord: 100, x_right_coord: 102, y_coord: 64
PartNumber: 582   x_left_coord: 106, x_right_coord: 109, y_coord: 64
PartNumber: 185   x_left_coord: 14, x_right_coord: 17, y_coord: 65
PartNumber: 687   x_left_coord: 24, x_right_coord: 27, y_coord: 65
PartNumber: 186   x_left_coord: 54, x_right_coord: 57, y_coord: 65
PartNumber: 739   x_left_coord: 69, x_right_coord: 72, y_coord: 65
PartNumber: 380   x_left_coord: 112, x_right_coord: 115, y_coord: 65
PartNumber: 539   x_left_coord: 117, x_right_coord: 120, y_coord: 65
PartNumber: 192   x_left_coord: 122, x_right_coord: 125, y_coord: 65
PartNumber: 80   x_left_coord: 126, x_right_coord: 128, y_coord: 65
PartNumber: 455   x_left_coord: 134, x_right_coord: 137, y_coord: 65
PartNumber: 174   x_left_coord: 7, x_right_coord: 10, y_coord: 66
PartNumber: 686   x_left_coord: 18, x_right_coord: 21, y_coord: 66
PartNumber: 562   x_left_coord: 30, x_right_coord: 33, y_coord: 66
PartNumber: 958   x_left_coord: 36, x_right_coord: 39, y_coord: 66
PartNumber: 192   x_left_coord: 45, x_right_coord: 48, y_coord: 66
PartNumber: 117   x_left_coord: 58, x_right_coord: 61, y_coord: 66
PartNumber: 108   x_left_coord: 64, x_right_coord: 67, y_coord: 66
PartNumber: 567   x_left_coord: 80, x_right_coord: 83, y_coord: 66
PartNumber: 298   x_left_coord: 84, x_right_coord: 87, y_coord: 66
PartNumber: 545   x_left_coord: 104, x_right_coord: 107, y_coord: 66
PartNumber: 887   x_left_coord: 11, x_right_coord: 14, y_coord: 67
PartNumber: 131   x_left_coord: 22, x_right_coord: 25, y_coord: 67
PartNumber: 955   x_left_coord: 40, x_right_coord: 43, y_coord: 67
PartNumber: 504   x_left_coord: 52, x_right_coord: 55, y_coord: 67
PartNumber: 243   x_left_coord: 68, x_right_coord: 71, y_coord: 67
PartNumber: 281   x_left_coord: 73, x_right_coord: 76, y_coord: 67
PartNumber: 877   x_left_coord: 100, x_right_coord: 103, y_coord: 67
PartNumber: 610   x_left_coord: 116, x_right_coord: 119, y_coord: 67
PartNumber: 216   x_left_coord: 125, x_right_coord: 128, y_coord: 67
PartNumber: 130   x_left_coord: 130, x_right_coord: 133, y_coord: 67
PartNumber: 646   x_left_coord: 5, x_right_coord: 8, y_coord: 68
PartNumber: 76   x_left_coord: 19, x_right_coord: 21, y_coord: 68
PartNumber: 50   x_left_coord: 44, x_right_coord: 46, y_coord: 68
PartNumber: 541   x_left_coord: 77, x_right_coord: 80, y_coord: 68
PartNumber: 782   x_left_coord: 87, x_right_coord: 90, y_coord: 68
PartNumber: 752   x_left_coord: 95, x_right_coord: 98, y_coord: 68
PartNumber: 296   x_left_coord: 110, x_right_coord: 113, y_coord: 68
PartNumber: 523   x_left_coord: 121, x_right_coord: 124, y_coord: 68
PartNumber: 881   x_left_coord: 134, x_right_coord: 137, y_coord: 68
PartNumber: 802   x_left_coord: 12, x_right_coord: 15, y_coord: 69
PartNumber: 976   x_left_coord: 28, x_right_coord: 31, y_coord: 69
PartNumber: 223   x_left_coord: 48, x_right_coord: 51, y_coord: 69
PartNumber: 478   x_left_coord: 52, x_right_coord: 55, y_coord: 69
PartNumber: 96   x_left_coord: 63, x_right_coord: 65, y_coord: 69
PartNumber: 785   x_left_coord: 68, x_right_coord: 71, y_coord: 69
PartNumber: 142   x_left_coord: 72, x_right_coord: 75, y_coord: 69
PartNumber: 530   x_left_coord: 83, x_right_coord: 86, y_coord: 69
PartNumber: 721   x_left_coord: 91, x_right_coord: 94, y_coord: 69
PartNumber: 577   x_left_coord: 103, x_right_coord: 106, y_coord: 69
PartNumber: 317   x_left_coord: 114, x_right_coord: 117, y_coord: 69
PartNumber: 295   x_left_coord: 130, x_right_coord: 133, y_coord: 69
PartNumber: 412   x_left_coord: 4, x_right_coord: 7, y_coord: 70
PartNumber: 114   x_left_coord: 8, x_right_coord: 11, y_coord: 70
PartNumber: 561   x_left_coord: 19, x_right_coord: 22, y_coord: 70
PartNumber: 52   x_left_coord: 59, x_right_coord: 61, y_coord: 70
PartNumber: 999   x_left_coord: 77, x_right_coord: 80, y_coord: 70
PartNumber: 221   x_left_coord: 125, x_right_coord: 128, y_coord: 70
PartNumber: 40   x_left_coord: 134, x_right_coord: 136, y_coord: 70
PartNumber: 435   x_left_coord: 25, x_right_coord: 28, y_coord: 71
PartNumber: 168   x_left_coord: 38, x_right_coord: 41, y_coord: 71
PartNumber: 779   x_left_coord: 43, x_right_coord: 46, y_coord: 71
PartNumber: 272   x_left_coord: 63, x_right_coord: 66, y_coord: 71
PartNumber: 372   x_left_coord: 71, x_right_coord: 74, y_coord: 71
PartNumber: 652   x_left_coord: 83, x_right_coord: 86, y_coord: 71
PartNumber: 489   x_left_coord: 89, x_right_coord: 92, y_coord: 71
PartNumber: 988   x_left_coord: 101, x_right_coord: 104, y_coord: 71
PartNumber: 810   x_left_coord: 111, x_right_coord: 114, y_coord: 71
PartNumber: 80   x_left_coord: 0, x_right_coord: 2, y_coord: 72
PartNumber: 110   x_left_coord: 3, x_right_coord: 6, y_coord: 72
PartNumber: 137   x_left_coord: 13, x_right_coord: 16, y_coord: 72
PartNumber: 938   x_left_coord: 20, x_right_coord: 23, y_coord: 72
PartNumber: 924   x_left_coord: 34, x_right_coord: 37, y_coord: 72
PartNumber: 896   x_left_coord: 47, x_right_coord: 50, y_coord: 72
PartNumber: 305   x_left_coord: 58, x_right_coord: 61, y_coord: 72
PartNumber: 885   x_left_coord: 97, x_right_coord: 100, y_coord: 72
PartNumber: 831   x_left_coord: 127, x_right_coord: 130, y_coord: 72
PartNumber: 792   x_left_coord: 24, x_right_coord: 27, y_coord: 73
PartNumber: 773   x_left_coord: 68, x_right_coord: 71, y_coord: 73
PartNumber: 100   x_left_coord: 72, x_right_coord: 75, y_coord: 73
PartNumber: 958   x_left_coord: 76, x_right_coord: 79, y_coord: 73
PartNumber: 78   x_left_coord: 82, x_right_coord: 84, y_coord: 73
PartNumber: 902   x_left_coord: 104, x_right_coord: 107, y_coord: 73
PartNumber: 286   x_left_coord: 111, x_right_coord: 114, y_coord: 73
PartNumber: 873   x_left_coord: 8, x_right_coord: 11, y_coord: 74
PartNumber: 585   x_left_coord: 37, x_right_coord: 40, y_coord: 74
PartNumber: 127   x_left_coord: 58, x_right_coord: 61, y_coord: 74
PartNumber: 899   x_left_coord: 62, x_right_coord: 65, y_coord: 74
PartNumber: 60   x_left_coord: 87, x_right_coord: 89, y_coord: 74
PartNumber: 982   x_left_coord: 90, x_right_coord: 93, y_coord: 74
PartNumber: 268   x_left_coord: 116, x_right_coord: 119, y_coord: 74
PartNumber: 370   x_left_coord: 121, x_right_coord: 124, y_coord: 74
PartNumber: 567   x_left_coord: 137, x_right_coord: 140, y_coord: 74
PartNumber: 781   x_left_coord: 12, x_right_coord: 15, y_coord: 75
PartNumber: 174   x_left_coord: 31, x_right_coord: 34, y_coord: 75
PartNumber: 26   x_left_coord: 69, x_right_coord: 71, y_coord: 75
PartNumber: 203   x_left_coord: 79, x_right_coord: 82, y_coord: 75
PartNumber: 652   x_left_coord: 83, x_right_coord: 86, y_coord: 75
PartNumber: 538   x_left_coord: 131, x_right_coord: 134, y_coord: 75
PartNumber: 534   x_left_coord: 19, x_right_coord: 22, y_coord: 76
PartNumber: 848   x_left_coord: 27, x_right_coord: 30, y_coord: 76
PartNumber: 170   x_left_coord: 36, x_right_coord: 39, y_coord: 76
PartNumber: 418   x_left_coord: 45, x_right_coord: 48, y_coord: 76
PartNumber: 494   x_left_coord: 56, x_right_coord: 59, y_coord: 76
PartNumber: 298   x_left_coord: 64, x_right_coord: 67, y_coord: 76
PartNumber: 792   x_left_coord: 75, x_right_coord: 78, y_coord: 76
PartNumber: 687   x_left_coord: 101, x_right_coord: 104, y_coord: 76
PartNumber: 179   x_left_coord: 118, x_right_coord: 121, y_coord: 76
PartNumber: 160   x_left_coord: 135, x_right_coord: 138, y_coord: 76
PartNumber: 474   x_left_coord: 2, x_right_coord: 5, y_coord: 77
PartNumber: 711   x_left_coord: 8, x_right_coord: 11, y_coord: 77
PartNumber: 417   x_left_coord: 31, x_right_coord: 34, y_coord: 77
PartNumber: 458   x_left_coord: 69, x_right_coord: 72, y_coord: 77
PartNumber: 338   x_left_coord: 88, x_right_coord: 91, y_coord: 77
PartNumber: 719   x_left_coord: 93, x_right_coord: 96, y_coord: 77
PartNumber: 509   x_left_coord: 108, x_right_coord: 111, y_coord: 77
PartNumber: 488   x_left_coord: 113, x_right_coord: 116, y_coord: 77
PartNumber: 781   x_left_coord: 122, x_right_coord: 125, y_coord: 77
PartNumber: 982   x_left_coord: 126, x_right_coord: 129, y_coord: 77
PartNumber: 235   x_left_coord: 16, x_right_coord: 19, y_coord: 78
PartNumber: 622   x_left_coord: 36, x_right_coord: 39, y_coord: 78
PartNumber: 804   x_left_coord: 55, x_right_coord: 58, y_coord: 78
PartNumber: 577   x_left_coord: 80, x_right_coord: 83, y_coord: 78
PartNumber: 870   x_left_coord: 84, x_right_coord: 87, y_coord: 78
PartNumber: 43   x_left_coord: 103, x_right_coord: 105, y_coord: 78
PartNumber: 278   x_left_coord: 133, x_right_coord: 136, y_coord: 78
PartNumber: 696   x_left_coord: 4, x_right_coord: 7, y_coord: 79
PartNumber: 222   x_left_coord: 8, x_right_coord: 11, y_coord: 79
PartNumber: 604   x_left_coord: 12, x_right_coord: 15, y_coord: 79
PartNumber: 29   x_left_coord: 25, x_right_coord: 27, y_coord: 79
PartNumber: 755   x_left_coord: 49, x_right_coord: 52, y_coord: 79
PartNumber: 55   x_left_coord: 63, x_right_coord: 65, y_coord: 79
PartNumber: 631   x_left_coord: 70, x_right_coord: 73, y_coord: 79
PartNumber: 202   x_left_coord: 74, x_right_coord: 77, y_coord: 79
